0 time
1 409
2 459
3 416
4 400
5 400
6 400
7 400
8 400
9 403
10 403
11 636
12 453
13 411
14 422
15 411
16 417
17 417
18 601
19 449
20 492
21 985
22 710
23 458
24 413
25 1130
26 400
27 441
28 422
29 416
30 401
31 453
32 407
33 406
34 404
35 407
36 406
37 403
38 400
39 404
40 403
41 402
42 404
43 422
44 406
45 402
46 413
47 414
48 404
49 409
50 471
51 427
52 413
53 424
54 499
55 407
56 483
57 466
58 483
59 458
60 422
61 398
62 397
