0 memory
1 0.001
2 0.001
3 0.007
4 2.892
5 30.812
6 56.565
7 0.003
8 0.328
9 0.910
10 0.892
11 0.899
12 0.895
13 0.001
14 0.904
15 0.001
16 0.001
17 0.002
18 0.001
19 0.015
20 0.001
21 0.001
22 0.0000
23 0.001
24 0.001
25 0.001
26 0.001
27 0.001
28 0.0000
29 0.0000
30 0.0000
31 0.0000
32 0.001
33 0.001
34 0.001
35 0.001
36 0.001
37 0.001
38 0.0000
39 0.0000
40 0.001
41 0.0000
42 0.0000
43 0.001
44 6.372
45 52.190
